"item","state","urbanRural","centre","date","volatilityRank","position","column","position1","position2"
"Cement Dangote","Akwa Ibom","Urban","Uyo",2012-06-01,3,26,1,0,12
"Cement Dangote","Akwa Ibom","Urban","Uyo",2012-12-01,3,25,1,0,12
"Cement Dangote","Akwa Ibom","Rural","Village Hall",2010-06-01,4,23,1,0,11
"Cement Dangote","Akwa Ibom","Rural","Village Hall",2010-12-01,4,27,1,0,13
"Cement Dangote","Akwa Ibom","Rural","Village Hall",2011-06-01,4,23,1,0,11
"Cement Dangote","Akwa Ibom","Rural","Village Hall",2011-12-01,1,23,1,0,11
"Cement Dangote","Akwa Ibom","Rural","Village Hall",2012-06-01,3,27,1,0,13
"Cement Dangote","Akwa Ibom","Rural","Village Hall",2012-12-01,3,26,1,0,13
"Cement Dangote","Cross River","Rural","Abasi Obori St",2010-06-01,2,1,0,1,0
"Cement Dangote","Cross River","Rural","Abasi Obori St",2010-12-01,2,1,0,1,0
"Cement Dangote","Cross River","Rural","Abasi Obori St",2011-06-01,1,1,0,1,0
"Cement Dangote","Cross River","Rural","Abasi Obori St",2011-12-01,2,1,0,1,0
"Cement Dangote","Cross River","Rural","Abasi Obori St",2012-06-01,3,1,0,1,0
"Cement Dangote","Cross River","Rural","Abasi Obori St",2012-12-01,3,1,0,1,0
"Cement Dangote","Cross River","Rural","Abiriba",2010-06-01,2,2,0,2,0
"Cement Dangote","Cross River","Rural","Abiriba",2010-12-01,2,2,0,2,0
"Cement Dangote","Cross River","Rural","Abiriba",2011-06-01,1,2,0,2,0
"Cement Dangote","Cross River","Rural","Abiriba",2011-12-01,2,2,0,2,0
"Cement Dangote","Cross River","Rural","Abiriba",2012-06-01,3,2,0,2,0
"Cement Dangote","Cross River","Rural","Abiriba",2012-12-01,3,2,0,2,0
"Cement Dangote","Cross River","Rural","Abotai",2010-06-01,2,3,0,3,0
"Cement Dangote","Cross River","Rural","Abotai",2010-12-01,2,3,0,3,0
"Cement Dangote","Cross River","Rural","Abotai",2011-06-01,1,3,0,3,0
"Cement Dangote","Cross River","Rural","Abotai",2011-12-01,2,3,0,3,0
"Cement Dangote","Cross River","Rural","Abotai",2012-06-01,3,3,0,3,0
"Cement Dangote","Cross River","Rural","Abotai",2012-12-01,2,1,0,1,0
"Cement Dangote","Cross River","Rural","Adim",2010-06-01,2,4,0,4,0
"Cement Dangote","Cross River","Rural","Adim",2010-12-01,2,4,0,4,0
"Cement Dangote","Cross River","Rural","Adim",2011-06-01,1,4,0,4,0
"Cement Dangote","Cross River","Rural","Adim",2011-12-01,2,4,0,4,0
"Cement Dangote","Cross River","Rural","Adim",2012-06-01,3,4,0,4,0
"Cement Dangote","Cross River","Rural","Adim",2012-12-01,2,2,0,2,0
"Cement Dangote","Cross River","Rural","Bebuagam",2010-06-01,2,5,0,5,0
"Cement Dangote","Cross River","Rural","Bebuagam",2010-12-01,2,5,0,5,0
"Cement Dangote","Cross River","Rural","Bebuagam",2011-06-01,1,5,0,5,0
"Cement Dangote","Cross River","Rural","Bebuagam",2011-12-01,2,5,0,5,0
"Cement Dangote","Cross River","Rural","Bebuagam",2012-06-01,3,5,0,5,0
"Cement Dangote","Cross River","Rural","Bebuagam",2012-12-01,3,3,0,3,0
"Cement Dangote","Cross River","Rural","Busim mkt",2010-06-01,2,6,0,6,0
"Cement Dangote","Cross River","Rural","Busim mkt",2010-12-01,2,6,0,6,0
"Cement Dangote","Cross River","Rural","Busim mkt",2011-06-01,1,6,0,6,0
"Cement Dangote","Cross River","Rural","Busim mkt",2011-12-01,2,6,0,6,0
"Cement Dangote","Cross River","Rural","Busim mkt",2012-06-01,3,6,0,6,0
"Cement Dangote","Cross River","Rural","Busim mkt",2012-12-01,2,3,0,3,0
"Cement Dangote","Cross River","Urban","Calabar",2010-06-01,5,1,0,1,0
"Cement Dangote","Cross River","Urban","Calabar",2010-12-01,5,1,0,1,0
"Cement Dangote","Cross River","Urban","Calabar",2011-06-01,2,1,0,1,0
"Cement Dangote","Cross River","Urban","Calabar",2011-12-01,3,1,0,1,0
"Cement Dangote","Cross River","Urban","Calabar",2012-06-01,3,7,0,7,0
"Cement Dangote","Cross River","Urban","Calabar",2012-12-01,2,4,0,4,0
"Cement Dangote","Cross River","Rural","Camp 5",2010-06-01,2,7,0,7,0
"Cement Dangote","Cross River","Rural","Camp 5",2010-12-01,2,7,0,7,0
"Cement Dangote","Cross River","Rural","Camp 5",2011-06-01,1,7,0,7,0
"Cement Dangote","Cross River","Rural","Camp 5",2011-12-01,2,7,0,7,0
"Cement Dangote","Cross River","Rural","Camp 5",2012-06-01,3,8,0,8,0
"Cement Dangote","Cross River","Rural","Camp 5",2012-12-01,3,4,0,4,0
"Cement Dangote","Cross River","Rural","Columbus Owan",2010-06-01,2,8,0,8,0
"Cement Dangote","Cross River","Rural","Columbus Owan",2010-12-01,2,8,0,8,0
"Cement Dangote","Cross River","Rural","Columbus Owan",2011-06-01,1,8,0,8,0
"Cement Dangote","Cross River","Rural","Columbus Owan",2011-12-01,2,8,0,8,0
"Cement Dangote","Cross River","Rural","Columbus Owan",2012-06-01,3,9,0,9,0
"Cement Dangote","Cross River","Rural","Columbus Owan",2012-12-01,3,5,0,5,0
"Cement Dangote","Cross River","Rural","Cooperative Store",2010-06-01,2,9,0,9,0
"Cement Dangote","Cross River","Rural","Cooperative Store",2010-12-01,2,9,0,9,0
"Cement Dangote","Cross River","Rural","Cooperative Store",2011-06-01,1,9,0,9,0
"Cement Dangote","Cross River","Rural","Cooperative Store",2011-12-01,2,9,0,9,0
"Cement Dangote","Cross River","Rural","Cooperative Store",2012-06-01,3,10,0,10,0
"Cement Dangote","Cross River","Rural","Cooperative Store",2012-12-01,3,6,0,6,0
"Cement Dangote","Cross River","Rural","Efut mkt",2010-06-01,2,10,0,10,0
"Cement Dangote","Cross River","Rural","Efut mkt",2010-12-01,2,10,0,10,0
"Cement Dangote","Cross River","Rural","Efut mkt",2011-06-01,1,10,0,10,0
"Cement Dangote","Cross River","Rural","Efut mkt",2011-12-01,2,10,0,10,0
"Cement Dangote","Cross River","Rural","Efut mkt",2012-06-01,3,11,0,11,0
"Cement Dangote","Cross River","Rural","Efut mkt",2012-12-01,2,5,0,5,0
"Cement Dangote","Cross River","Urban","Efut",2010-06-01,5,2,0,2,0
"Cement Dangote","Cross River","Urban","Efut",2010-12-01,5,2,0,2,0
"Cement Dangote","Cross River","Urban","Efut",2011-06-01,2,2,0,2,0
"Cement Dangote","Cross River","Urban","Efut",2011-12-01,3,2,0,2,0
"Cement Dangote","Cross River","Urban","Efut",2012-06-01,3,12,0,12,0
"Cement Dangote","Cross River","Urban","Efut",2012-12-01,2,6,0,6,0
"Cement Dangote","Cross River","Rural","Ekureku",2010-06-01,2,11,0,11,0
"Cement Dangote","Cross River","Rural","Ekureku",2010-12-01,2,11,0,11,0
"Cement Dangote","Cross River","Rural","Ekureku",2011-06-01,1,11,0,11,0
"Cement Dangote","Cross River","Rural","Ekureku",2011-12-01,2,11,0,11,0
"Cement Dangote","Cross River","Rural","Ekureku",2012-06-01,3,13,0,13,0
"Cement Dangote","Cross River","Rural","Ekureku",2012-12-01,2,7,0,7,0
"Cement Dangote","Cross River","Rural","Esuk Mba",2010-06-01,2,12,0,12,0
"Cement Dangote","Cross River","Rural","Esuk Mba",2010-12-01,2,12,0,12,0
"Cement Dangote","Cross River","Rural","Esuk Mba",2011-06-01,1,12,0,12,0
"Cement Dangote","Cross River","Rural","Esuk Mba",2011-12-01,2,12,0,12,0
"Cement Dangote","Cross River","Rural","Esuk Mba",2012-06-01,3,14,0,14,0
"Cement Dangote","Cross River","Rural","Esuk Mba",2012-12-01,2,8,0,8,0
"Cement Dangote","Cross River","Rural","Ikom",2010-06-01,2,13,1,0,1
"Cement Dangote","Cross River","Rural","Ikom",2010-12-01,2,13,1,0,1
"Cement Dangote","Cross River","Rural","Ikom",2011-06-01,1,13,1,0,1
"Cement Dangote","Cross River","Rural","Ikom",2011-12-01,2,13,1,0,1
"Cement Dangote","Cross River","Rural","Ikom",2012-06-01,3,15,1,0,1
"Cement Dangote","Cross River","Rural","Ikom",2012-12-01,2,9,1,0,1
"Cement Dangote","Cross River","Rural","Mbora E.Abang Asang St",2010-06-01,2,14,1,0,2
"Cement Dangote","Cross River","Rural","Mbora E.Abang Asang St",2010-12-01,2,14,1,0,2
"Cement Dangote","Cross River","Rural","Mbora E.Abang Asang St",2011-06-01,1,14,1,0,2
"Cement Dangote","Cross River","Rural","Mbora E.Abang Asang St",2011-12-01,2,14,1,0,2
"Cement Dangote","Cross River","Rural","Mbora E.Abang Asang St",2012-06-01,3,16,1,0,2
"Cement Dangote","Cross River","Rural","Mbora E.Abang Asang St",2012-12-01,3,7,1,0,1
"Cement Dangote","Cross River","Rural","Mr.Owan Ogar",2010-06-01,2,15,1,0,3
"Cement Dangote","Cross River","Rural","Mr.Owan Ogar",2010-12-01,2,15,1,0,3
"Cement Dangote","Cross River","Rural","Mr.Owan Ogar",2011-06-01,1,15,1,0,3
"Cement Dangote","Cross River","Rural","Mr.Owan Ogar",2011-12-01,2,15,1,0,3
"Cement Dangote","Cross River","Rural","Mr.Owan Ogar",2012-06-01,3,17,1,0,3
"Cement Dangote","Cross River","Rural","Mr.Owan Ogar",2012-12-01,3,8,1,0,2
"Cement Dangote","Cross River","Rural","Nfum mkt",2010-06-01,2,16,1,0,4
"Cement Dangote","Cross River","Rural","Nfum mkt",2010-12-01,2,16,1,0,4
"Cement Dangote","Cross River","Rural","Nfum mkt",2011-06-01,1,16,1,0,4
"Cement Dangote","Cross River","Rural","Nfum mkt",2011-12-01,2,16,1,0,4
"Cement Dangote","Cross River","Rural","Nfum mkt",2012-06-01,3,18,1,0,4
"Cement Dangote","Cross River","Rural","Nfum mkt",2012-12-01,2,10,1,0,2
"Cement Dangote","Cross River","Urban","Obudu",2010-06-01,5,3,1,0,1
"Cement Dangote","Cross River","Urban","Obudu",2010-12-01,5,3,1,0,1
"Cement Dangote","Cross River","Urban","Obudu",2011-06-01,2,3,1,0,1
"Cement Dangote","Cross River","Urban","Obudu",2011-12-01,3,3,1,0,1
"Cement Dangote","Cross River","Urban","Obudu",2012-06-01,3,19,1,0,5
"Cement Dangote","Cross River","Urban","Obudu",2012-12-01,2,11,1,0,3
"Cement Dangote","Cross River","Rural","Odot Ndon",2010-06-01,2,17,1,0,5
"Cement Dangote","Cross River","Rural","Odot Ndon",2010-12-01,2,17,1,0,5
"Cement Dangote","Cross River","Rural","Odot Ndon",2011-06-01,1,17,1,0,5
"Cement Dangote","Cross River","Rural","Odot Ndon",2011-12-01,2,17,1,0,5
"Cement Dangote","Cross River","Rural","Odot Ndon",2012-06-01,3,20,1,0,6
"Cement Dangote","Cross River","Rural","Odot Ndon",2012-12-01,3,9,1,0,3
"Cement Dangote","Cross River","Rural","Oduyama",2010-06-01,2,18,1,0,6
"Cement Dangote","Cross River","Rural","Oduyama",2010-12-01,2,18,1,0,6
"Cement Dangote","Cross River","Rural","Oduyama",2011-06-01,1,18,1,0,6
"Cement Dangote","Cross River","Rural","Oduyama",2011-12-01,2,18,1,0,6
"Cement Dangote","Cross River","Rural","Oduyama",2012-06-01,3,21,1,0,7
"Cement Dangote","Cross River","Rural","Oduyama",2012-12-01,2,12,1,0,4
"Cement Dangote","Cross River","Rural","Ofodua",2010-06-01,2,19,1,0,7
"Cement Dangote","Cross River","Rural","Ofodua",2010-12-01,2,19,1,0,7
"Cement Dangote","Cross River","Rural","Ofodua",2011-06-01,1,19,1,0,7
"Cement Dangote","Cross River","Rural","Ofodua",2011-12-01,2,19,1,0,7
"Cement Dangote","Cross River","Rural","Ofodua",2012-06-01,3,22,1,0,8
"Cement Dangote","Cross River","Rural","Ofodua",2012-12-01,2,13,1,0,5
"Cement Dangote","Cross River","Urban","Ogoja",2010-06-01,5,4,1,0,2
"Cement Dangote","Cross River","Urban","Ogoja",2010-12-01,5,4,1,0,2
"Cement Dangote","Cross River","Urban","Ogoja",2011-06-01,2,4,1,0,2
"Cement Dangote","Cross River","Urban","Ogoja",2011-12-01,3,4,1,0,2
"Cement Dangote","Cross River","Urban","Ogoja",2012-06-01,3,23,1,0,9
"Cement Dangote","Cross River","Urban","Ogoja",2012-12-01,2,14,1,0,6
"Cement Dangote","Cross River","Rural","Okuku mkt",2010-06-01,2,20,1,0,8
"Cement Dangote","Cross River","Rural","Okuku mkt",2010-12-01,2,20,1,0,8
"Cement Dangote","Cross River","Rural","Okuku mkt",2011-06-01,1,20,1,0,8
"Cement Dangote","Cross River","Rural","Okuku mkt",2011-12-01,2,20,1,0,8
"Cement Dangote","Cross River","Rural","Okuku mkt",2012-06-01,3,24,1,0,10
"Cement Dangote","Cross River","Rural","Okuku mkt",2012-12-01,2,15,1,0,7
"Cement Dangote","Cross River","Rural","Okurike",2010-06-01,2,21,1,0,9
"Cement Dangote","Cross River","Rural","Okurike",2010-12-01,2,21,1,0,9
"Cement Dangote","Cross River","Rural","Okurike",2011-06-01,1,21,1,0,9
"Cement Dangote","Cross River","Rural","Okurike",2011-12-01,2,21,1,0,9
"Cement Dangote","Cross River","Rural","Okurike",2012-06-01,3,25,1,0,11
"Cement Dangote","Cross River","Rural","Okurike",2012-12-01,3,10,1,0,4
"Cement Dangote","Cross River","Rural","Old Ogidi (Ibiaragik",2010-06-01,2,22,1,0,10
"Cement Dangote","Cross River","Rural","Old Ogidi (Ibiaragik",2010-12-01,2,22,1,0,10
"Cement Dangote","Cross River","Rural","Old Ogidi (Ibiaragik",2011-06-01,1,22,1,0,10
"Cement Dangote","Cross River","Rural","Old Ogidi (Ibiaragik",2011-12-01,2,22,1,0,10
"Cement Dangote","Cross River","Rural","Old Ogidi (Ibiaragik",2012-06-01,3,26,1,0,12
"Cement Dangote","Cross River","Rural","Old Ogidi (Ibiaragik",2012-12-01,2,16,1,0,8
"Cement Dangote","Cross River","Rural","Otalasi",2010-06-01,2,23,1,0,11
"Cement Dangote","Cross River","Rural","Otalasi",2010-12-01,2,23,1,0,11
"Cement Dangote","Cross River","Rural","Otalasi",2011-06-01,1,23,1,0,11
"Cement Dangote","Cross River","Rural","Otalasi",2011-12-01,2,23,1,0,11
"Cement Dangote","Cross River","Rural","Otalasi",2012-06-01,3,27,1,0,13
"Cement Dangote","Cross River","Rural","Otalasi",2012-12-01,3,11,1,0,5
"Cement Dangote","Cross River","Rural","Ugbakoko",2010-06-01,2,24,1,0,12
"Cement Dangote","Cross River","Rural","Ugbakoko",2010-12-01,2,24,1,0,12
"Cement Dangote","Cross River","Rural","Ugbakoko",2011-06-01,1,24,1,0,12
"Cement Dangote","Cross River","Rural","Ugbakoko",2011-12-01,2,24,1,0,12
"Cement Dangote","Cross River","Rural","Ugbakoko",2012-06-01,3,28,1,0,14
"Cement Dangote","Cross River","Rural","Ugbakoko",2012-12-01,3,12,1,0,6
"Cement Dangote","Ekiti","Urban","Ado-Ekiti",2010-06-01,5,1,0,1,0
"Cement Dangote","Ekiti","Urban","Ado-Ekiti",2010-12-01,5,1,0,1,0
"Cement Dangote","Ekiti","Urban","Ado-Ekiti",2011-06-01,5,1,0,1,0
"Cement Dangote","Ekiti","Urban","Ado-Ekiti",2011-12-01,3,1,0,1,0
"Cement Dangote","Ekiti","Urban","Ado-Ekiti",2012-06-01,4,1,0,1,0
"Cement Dangote","Ekiti","Urban","Ado-Ekiti",2012-12-01,4,1,0,1,0
"Cement Dangote","Ekiti","Rural","Afao mkt Ikere lga",2010-06-01,1,1,0,1,0
"Cement Dangote","Ekiti","Rural","Afao mkt Ikere lga",2010-12-01,3,1,0,1,0
"Cement Dangote","Ekiti","Rural","Afao mkt Ikere lga",2011-06-01,4,1,0,1,0
"Cement Dangote","Ekiti","Rural","Afao mkt Ikere lga",2011-12-01,3,2,0,2,0
"Cement Dangote","Ekiti","Rural","Afao mkt Ikere lga",2012-06-01,4,2,0,2,0
"Cement Dangote","Ekiti","Rural","Afao mkt Ikere lga",2012-12-01,3,1,0,1,0
"Cement Dangote","Ekiti","Rural","C.A.C.Church",2010-06-01,1,2,0,2,0
"Cement Dangote","Ekiti","Rural","C.A.C.Church",2010-12-01,3,2,0,2,0
"Cement Dangote","Ekiti","Rural","C.A.C.Church",2011-06-01,4,2,0,2,0
"Cement Dangote","Ekiti","Rural","C.A.C.Church",2011-12-01,3,3,0,3,0
"Cement Dangote","Ekiti","Rural","C.A.C.Church",2012-06-01,4,3,0,3,0
"Cement Dangote","Ekiti","Rural","C.A.C.Church",2012-12-01,3,2,0,2,0
"Cement Dangote","Ekiti","Rural","Catholic Church",2010-06-01,1,3,0,3,0
"Cement Dangote","Ekiti","Rural","Catholic Church",2010-12-01,3,3,0,3,0
"Cement Dangote","Ekiti","Rural","Catholic Church",2011-06-01,4,3,0,3,0
"Cement Dangote","Ekiti","Rural","Catholic Church",2011-12-01,3,4,0,4,0
"Cement Dangote","Ekiti","Rural","Catholic Church",2012-06-01,4,4,0,4,0
"Cement Dangote","Ekiti","Rural","Catholic Church",2012-12-01,3,3,0,3,0
"Cement Dangote","Ekiti","Rural","Elegberun Ikere LGA",2010-06-01,1,4,0,4,0
"Cement Dangote","Ekiti","Rural","Elegberun Ikere LGA",2010-12-01,3,4,0,4,0
"Cement Dangote","Ekiti","Rural","Elegberun Ikere LGA",2011-06-01,4,4,0,4,0
"Cement Dangote","Ekiti","Rural","Elegberun Ikere LGA",2011-12-01,3,5,0,5,0
"Cement Dangote","Ekiti","Rural","Elegberun Ikere LGA",2012-06-01,4,5,0,5,0
"Cement Dangote","Ekiti","Rural","Elegberun Ikere LGA",2012-12-01,3,4,0,4,0
"Cement Dangote","Ekiti","Urban","Emure",2010-06-01,5,2,0,2,0
"Cement Dangote","Ekiti","Urban","Emure",2010-12-01,5,2,0,2,0
"Cement Dangote","Ekiti","Urban","Emure",2011-06-01,5,2,0,2,0
"Cement Dangote","Ekiti","Urban","Emure",2011-12-01,3,6,0,6,0
"Cement Dangote","Ekiti","Urban","Emure",2012-06-01,4,6,0,6,0
"Cement Dangote","Ekiti","Urban","Emure",2012-12-01,4,2,0,2,0
"Cement Dangote","Ekiti","Rural","Idagba mkt Efon lga",2010-06-01,1,5,0,5,0
"Cement Dangote","Ekiti","Rural","Idagba mkt Efon lga",2010-12-01,3,5,0,5,0
"Cement Dangote","Ekiti","Rural","Idagba mkt Efon lga",2011-06-01,4,5,0,5,0
"Cement Dangote","Ekiti","Rural","Idagba mkt Efon lga",2011-12-01,3,7,0,7,0
"Cement Dangote","Ekiti","Rural","Idagba mkt Efon lga",2012-06-01,4,7,0,7,0
"Cement Dangote","Ekiti","Rural","Idagba mkt Efon lga",2012-12-01,3,5,0,5,0
"Cement Dangote","Ekiti","Rural","Ifisin",2010-06-01,1,6,0,6,0
"Cement Dangote","Ekiti","Rural","Ifisin",2010-12-01,3,6,0,6,0
"Cement Dangote","Ekiti","Rural","Ifisin",2011-06-01,4,6,0,6,0
"Cement Dangote","Ekiti","Rural","Ifisin",2011-12-01,3,8,0,8,0
"Cement Dangote","Ekiti","Rural","Ifisin",2012-06-01,4,8,0,8,0
"Cement Dangote","Ekiti","Rural","Ifisin",2012-12-01,3,6,0,6,0
"Cement Dangote","Ekiti","Urban","Ikere-Ekiti",2010-06-01,5,3,1,0,1
"Cement Dangote","Ekiti","Urban","Ikere-Ekiti",2010-12-01,5,3,1,0,1
"Cement Dangote","Ekiti","Urban","Ikere-Ekiti",2011-06-01,5,3,1,0,1
"Cement Dangote","Ekiti","Urban","Ikere-Ekiti",2011-12-01,3,9,0,9,0
"Cement Dangote","Ekiti","Urban","Ikere-Ekiti",2012-06-01,4,9,0,9,0
"Cement Dangote","Ekiti","Urban","Ikere-Ekiti",2012-12-01,4,3,1,0,1
"Cement Dangote","Ekiti","Urban","Ikole-Ekiti",2010-06-01,5,4,1,0,2
"Cement Dangote","Ekiti","Urban","Ikole-Ekiti",2010-12-01,5,4,1,0,2
"Cement Dangote","Ekiti","Urban","Ikole-Ekiti",2011-06-01,5,4,1,0,2
"Cement Dangote","Ekiti","Urban","Ikole-Ekiti",2011-12-01,3,10,0,10,0
"Cement Dangote","Ekiti","Urban","Ikole-Ekiti",2012-06-01,4,10,0,10,0
"Cement Dangote","Ekiti","Urban","Ikole-Ekiti",2012-12-01,4,4,1,0,2
"Cement Dangote","Ekiti","Rural","Ilokun Camp",2010-06-01,1,7,0,7,0
"Cement Dangote","Ekiti","Rural","Ilokun Camp",2010-12-01,3,7,0,7,0
"Cement Dangote","Ekiti","Rural","Ilokun Camp",2011-06-01,4,7,0,7,0
"Cement Dangote","Ekiti","Rural","Ilokun Camp",2011-12-01,3,11,1,0,1
"Cement Dangote","Ekiti","Rural","Ilokun Camp",2012-06-01,4,11,1,0,1
"Cement Dangote","Ekiti","Rural","Ilokun Camp",2012-12-01,3,7,0,7,0
"Cement Dangote","Ekiti","Rural","Ogotun-Ekiti",2010-06-01,1,8,0,8,0
"Cement Dangote","Ekiti","Rural","Ogotun-Ekiti",2010-12-01,3,8,0,8,0
"Cement Dangote","Ekiti","Rural","Ogotun-Ekiti",2011-06-01,4,8,0,8,0
"Cement Dangote","Ekiti","Rural","Ogotun-Ekiti",2011-12-01,3,12,1,0,2
"Cement Dangote","Ekiti","Rural","Ogotun-Ekiti",2012-06-01,4,12,1,0,2
"Cement Dangote","Ekiti","Rural","Ogotun-Ekiti",2012-12-01,3,8,0,8,0
"Cement Dangote","Ekiti","Rural","Oja Idara Ekiti east LGA",2010-06-01,1,9,1,0,1
"Cement Dangote","Ekiti","Rural","Oja Idara Ekiti east LGA",2010-12-01,3,9,1,0,1
"Cement Dangote","Ekiti","Rural","Oja Idara Ekiti east LGA",2011-06-01,4,9,1,0,1
"Cement Dangote","Ekiti","Rural","Oja Idara Ekiti east LGA",2011-12-01,3,13,1,0,3
"Cement Dangote","Ekiti","Rural","Oja Idara Ekiti east LGA",2012-06-01,4,13,1,0,3
"Cement Dangote","Ekiti","Rural","Oja Idara Ekiti east LGA",2012-12-01,3,9,1,0,1
"Cement Dangote","Ekiti","Rural","Oja Imayan Moba lga",2010-06-01,1,10,1,0,2
"Cement Dangote","Ekiti","Rural","Oja Imayan Moba lga",2010-12-01,3,10,1,0,2
"Cement Dangote","Ekiti","Rural","Oja Imayan Moba lga",2011-06-01,4,10,1,0,2
"Cement Dangote","Ekiti","Rural","Oja Imayan Moba lga",2011-12-01,3,14,1,0,4
"Cement Dangote","Ekiti","Rural","Oja Imayan Moba lga",2012-06-01,4,14,1,0,4
"Cement Dangote","Ekiti","Rural","Oja Imayan Moba lga",2012-12-01,3,10,1,0,2
"Cement Dangote","Ekiti","Rural","Oja Itaji Oye lga",2010-06-01,1,11,1,0,3
"Cement Dangote","Ekiti","Rural","Oja Itaji Oye lga",2010-12-01,3,11,1,0,3
"Cement Dangote","Ekiti","Rural","Oja Itaji Oye lga",2011-06-01,4,11,1,0,3
"Cement Dangote","Ekiti","Rural","Oja Itaji Oye lga",2011-12-01,3,15,1,0,5
"Cement Dangote","Ekiti","Rural","Oja Itaji Oye lga",2012-06-01,4,15,1,0,5
"Cement Dangote","Ekiti","Rural","Oja Itaji Oye lga",2012-12-01,3,11,1,0,3
"Cement Dangote","Ekiti","Rural","Oja Orita mkt Ijero lga",2010-06-01,1,12,1,0,4
"Cement Dangote","Ekiti","Rural","Oja Orita mkt Ijero lga",2010-12-01,3,12,1,0,4
"Cement Dangote","Ekiti","Rural","Oja Orita mkt Ijero lga",2011-06-01,4,12,1,0,4
"Cement Dangote","Ekiti","Rural","Oja Orita mkt Ijero lga",2011-12-01,3,16,1,0,6
"Cement Dangote","Ekiti","Rural","Oja Orita mkt Ijero lga",2012-06-01,4,16,1,0,6
"Cement Dangote","Ekiti","Rural","Oja Orita mkt Ijero lga",2012-12-01,3,12,1,0,4
"Cement Dangote","Ekiti","Rural","Oke Ijebu mkt Ikole lga",2010-06-01,1,13,1,0,5
"Cement Dangote","Ekiti","Rural","Oke Ijebu mkt Ikole lga",2010-12-01,3,13,1,0,5
"Cement Dangote","Ekiti","Rural","Oke Ijebu mkt Ikole lga",2011-06-01,4,13,1,0,5
"Cement Dangote","Ekiti","Rural","Oke Ijebu mkt Ikole lga",2011-12-01,3,17,1,0,7
"Cement Dangote","Ekiti","Rural","Oke Ijebu mkt Ikole lga",2012-06-01,4,17,1,0,7
"Cement Dangote","Ekiti","Rural","Oke Ijebu mkt Ikole lga",2012-12-01,3,13,1,0,5
"Cement Dangote","Ekiti","Rural","Oke-Isheri",2010-06-01,1,14,1,0,6
"Cement Dangote","Ekiti","Rural","Oke-Isheri",2010-12-01,3,14,1,0,6
"Cement Dangote","Ekiti","Rural","Oke-Isheri",2011-06-01,4,14,1,0,6
"Cement Dangote","Ekiti","Rural","Oke-Isheri",2011-12-01,3,18,1,0,8
"Cement Dangote","Ekiti","Rural","Oke-Isheri",2012-06-01,4,18,1,0,8
"Cement Dangote","Ekiti","Rural","Oke-Isheri",2012-12-01,3,14,1,0,6
"Cement Dangote","Ekiti","Rural","Okejaguns St",2010-06-01,1,15,1,0,7
"Cement Dangote","Ekiti","Rural","Okejaguns St",2010-12-01,3,15,1,0,7
"Cement Dangote","Ekiti","Rural","Okejaguns St",2011-06-01,4,15,1,0,7
"Cement Dangote","Ekiti","Rural","Okejaguns St",2011-12-01,3,19,1,0,9
"Cement Dangote","Ekiti","Rural","Okejaguns St",2012-06-01,4,19,1,0,9
"Cement Dangote","Ekiti","Rural","Okejaguns St",2012-12-01,3,15,1,0,7
"Cement Dangote","Ekiti","Rural","Omuologbo St",2010-06-01,1,16,1,0,8
"Cement Dangote","Ekiti","Rural","Omuologbo St",2010-12-01,3,16,1,0,8
"Cement Dangote","Ekiti","Rural","Omuologbo St",2011-06-01,4,16,1,0,8
"Cement Dangote","Ekiti","Rural","Omuologbo St",2011-12-01,3,20,1,0,10
"Cement Dangote","Ekiti","Rural","Omuologbo St",2012-06-01,4,20,1,0,10
"Cement Dangote","Ekiti","Rural","Omuologbo St",2012-12-01,3,16,1,0,8
"Cement Dangote","Jigawa","Rural","Amaryawa",2010-06-01,1,1,0,1,0
"Cement Dangote","Jigawa","Rural","Amaryawa",2010-12-01,2,1,0,1,0
"Cement Dangote","Jigawa","Rural","Amaryawa",2011-06-01,1,1,0,1,0
"Cement Dangote","Jigawa","Rural","Amaryawa",2011-12-01,5,1,0,1,0
"Cement Dangote","Jigawa","Rural","Amaryawa",2012-06-01,4,1,0,1,0
"Cement Dangote","Jigawa","Rural","Amaryawa",2012-12-01,1,1,0,1,0
"Cement Dangote","Jigawa","Rural","Bafuriya",2010-06-01,1,2,0,2,0
"Cement Dangote","Jigawa","Rural","Bafuriya",2010-12-01,2,2,0,2,0
"Cement Dangote","Jigawa","Rural","Bafuriya",2011-06-01,1,2,0,2,0
"Cement Dangote","Jigawa","Rural","Bafuriya",2011-12-01,5,2,0,2,0
"Cement Dangote","Jigawa","Rural","Bafuriya",2012-06-01,4,2,0,2,0
"Cement Dangote","Jigawa","Rural","Bafuriya",2012-12-01,1,2,0,2,0
"Cement Dangote","Jigawa","Rural","Bardo Gabas",2010-06-01,1,3,0,3,0
"Cement Dangote","Jigawa","Rural","Bardo Gabas",2010-12-01,2,3,0,3,0
"Cement Dangote","Jigawa","Rural","Bardo Gabas",2011-06-01,1,3,0,3,0
"Cement Dangote","Jigawa","Rural","Bardo Gabas",2011-12-01,5,3,0,3,0
"Cement Dangote","Jigawa","Rural","Bardo Gabas",2012-06-01,4,3,0,3,0
"Cement Dangote","Jigawa","Rural","Bardo Gabas",2012-12-01,1,3,0,3,0
"Cement Dangote","Jigawa","Urban","Birnin Kudu",2010-06-01,1,4,0,4,0
"Cement Dangote","Jigawa","Urban","Birnin Kudu",2010-12-01,3,1,0,1,0
