"item","state","centre","zoneCode","date","volMoving","xPosition"
"Rice Imported","Katsina","Alh. Sanni Gogalo",4,2011-12-01,7.38,36
"Rice Imported","Katsina","Alh. Sanni Gogalo",4,2012-06-01,8.24,44
"Rice Imported","Katsina","Alh. Sanni Gogalo",4,2012-12-01,26.05,52
"Rice Local","Katsina","Alh. Sanni Gogalo",4,2010-06-01,7.16,12
"Rice Local","Katsina","Alh. Sanni Gogalo",4,2010-12-01,6.46,20
"Rice Local","Katsina","Alh. Sanni Gogalo",4,2011-06-01,5.6,28
"Rice Local","Katsina","Alh. Sanni Gogalo",4,2011-12-01,15.05,36
"Rice Local","Katsina","Alh. Sanni Gogalo",4,2012-06-01,18.61,44
"Rice Local","Katsina","Alh. Sanni Gogalo",4,2012-12-01,25.02,52
"Sorghum","Katsina","Alh. Sanni Gogalo",4,2009-12-01,5.46,4
"Sorghum","Katsina","Alh. Sanni Gogalo",4,2010-06-01,14.63,12
"Sorghum","Katsina","Alh. Sanni Gogalo",4,2010-12-01,16.92,20
"Sorghum","Katsina","Alh. Sanni Gogalo",4,2011-06-01,15.81,28
"Sorghum","Katsina","Alh. Sanni Gogalo",4,2011-12-01,13.55,36
"Sorghum","Katsina","Alh. Sanni Gogalo",4,2012-06-01,10.64,44
"Sorghum","Katsina","Alh. Sanni Gogalo",4,2012-12-01,16.5,52
"Cement Dangote","Katsina","Alh.Ado S/Fawa",4,2009-12-01,3.59,4
"Cement Dangote","Katsina","Alh.Ado S/Fawa",4,2010-06-01,45.41,12
"Cement Dangote","Katsina","Alh.Ado S/Fawa",4,2010-12-01,50.02,20
"Drink Swan Water Bottle","Katsina","Alh.Ado S/Fawa",4,2010-06-01,21.29,12
"Drink Swan Water Bottle","Katsina","Alh.Ado S/Fawa",4,2010-12-01,17.46,20
"Maize White","Katsina","Alh.Ado S/Fawa",4,2009-12-01,12.06,4
"Maize White","Katsina","Alh.Ado S/Fawa",4,2010-06-01,10.27,12
"Maize White","Katsina","Alh.Ado S/Fawa",4,2010-12-01,14.19,20
"Maize Yellow","Katsina","Alh.Ado S/Fawa",4,2009-12-01,11.9,4
"Maize Yellow","Katsina","Alh.Ado S/Fawa",4,2010-06-01,22.53,12
"Maize Yellow","Katsina","Alh.Ado S/Fawa",4,2010-12-01,26.39,20
"Rice Imported","Katsina","Alh.Ado S/Fawa",4,2010-06-01,12.84,12
"Rice Imported","Katsina","Alh.Ado S/Fawa",4,2010-12-01,25.09,20
"Rice Local","Katsina","Alh.Ado S/Fawa",4,2010-06-01,7.18,12
"Rice Local","Katsina","Alh.Ado S/Fawa",4,2010-12-01,6.51,20
"Sorghum","Katsina","Alh.Ado S/Fawa",4,2009-12-01,25.74,4
"Sorghum","Katsina","Alh.Ado S/Fawa",4,2010-06-01,22.11,12
"Sorghum","Katsina","Alh.Ado S/Fawa",4,2010-12-01,18.07,20
"Cement Dangote","Katsina","Alh.Ibrahim Yusuf",4,2009-12-01,0.2,4
"Cement Dangote","Katsina","Alh.Ibrahim Yusuf",4,2010-06-01,48.61,12
"Cement Dangote","Katsina","Alh.Ibrahim Yusuf",4,2010-12-01,49.78,20
"Drink Swan Water Bottle","Katsina","Alh.Ibrahim Yusuf",4,2010-06-01,21.38,12
"Drink Swan Water Bottle","Katsina","Alh.Ibrahim Yusuf",4,2010-12-01,17.49,20
"Maize White","Katsina","Alh.Ibrahim Yusuf",4,2009-12-01,4.43,4
"Maize White","Katsina","Alh.Ibrahim Yusuf",4,2010-06-01,9.28,12
"Maize White","Katsina","Alh.Ibrahim Yusuf",4,2010-12-01,14.63,20
"Maize Yellow","Katsina","Alh.Ibrahim Yusuf",4,2009-12-01,5.08,4
"Maize Yellow","Katsina","Alh.Ibrahim Yusuf",4,2010-06-01,23.37,12
"Maize Yellow","Katsina","Alh.Ibrahim Yusuf",4,2010-12-01,26.11,20
"Rice Imported","Katsina","Alh.Ibrahim Yusuf",4,2009-12-01,6.65,4
"Rice Imported","Katsina","Alh.Ibrahim Yusuf",4,2010-06-01,12.82,12
"Rice Imported","Katsina","Alh.Ibrahim Yusuf",4,2010-12-01,25.08,20
"Rice Local","Katsina","Alh.Ibrahim Yusuf",4,2009-12-01,40.9,4
"Rice Local","Katsina","Alh.Ibrahim Yusuf",4,2010-06-01,7.16,12
"Rice Local","Katsina","Alh.Ibrahim Yusuf",4,2010-12-01,6.46,20
"Sorghum","Katsina","Alh.Ibrahim Yusuf",4,2009-12-01,12.11,4
"Sorghum","Katsina","Alh.Ibrahim Yusuf",4,2010-06-01,14.67,12
"Sorghum","Katsina","Alh.Ibrahim Yusuf",4,2010-12-01,15.69,20
"Cement Dangote","Katsina","Alh.Sule Tama",4,2010-06-01,59.38,12
"Cement Dangote","Katsina","Alh.Sule Tama",4,2010-12-01,49.72,20
"Maize White","Katsina","Alh.Sule Tama",4,2009-12-01,10.2,4
"Maize White","Katsina","Alh.Sule Tama",4,2010-06-01,11.54,12
"Maize White","Katsina","Alh.Sule Tama",4,2010-12-01,15.82,20
"Maize Yellow","Katsina","Alh.Sule Tama",4,2009-12-01,12.37,4
"Maize Yellow","Katsina","Alh.Sule Tama",4,2010-06-01,22.44,12
"Maize Yellow","Katsina","Alh.Sule Tama",4,2010-12-01,26.15,20
"Rice Imported","Katsina","Alh.Sule Tama",4,2010-06-01,14.32,12
"Rice Imported","Katsina","Alh.Sule Tama",4,2010-12-01,26.3,20
"Rice Local","Katsina","Alh.Sule Tama",4,2010-06-01,7.18,12
"Rice Local","Katsina","Alh.Sule Tama",4,2010-12-01,6.51,20
"Sorghum","Katsina","Alh.Sule Tama",4,2009-12-01,9.15,4
"Sorghum","Katsina","Alh.Sule Tama",4,2010-06-01,12.84,12
"Sorghum","Katsina","Alh.Sule Tama",4,2010-12-01,15.5,20
"Cement Dangote","Gombe","Allugel",6,2009-12-01,2.36,6
"Cement Dangote","Gombe","Allugel",6,2010-06-01,9.2,14
"Cement Dangote","Gombe","Allugel",6,2010-12-01,13.99,22
"Cement Dangote","Gombe","Allugel",6,2011-06-01,11.5,30
"Cement Dangote","Gombe","Allugel",6,2011-12-01,7.14,38
"Cement Dangote","Gombe","Allugel",6,2012-06-01,11.96,46
"Cement Dangote","Gombe","Allugel",6,2012-12-01,11.62,54
"Drink Swan Water Bottle","Gombe","Allugel",6,2010-06-01,20.49,14
"Drink Swan Water Bottle","Gombe","Allugel",6,2010-12-01,16.89,22
"Drink Swan Water Bottle","Gombe","Allugel",6,2011-06-01,7.74,30
"Drink Swan Water Bottle","Gombe","Allugel",6,2011-12-01,12.75,38
"Drink Swan Water Bottle","Gombe","Allugel",6,2012-06-01,12.92,46
"Drink Swan Water Bottle","Gombe","Allugel",6,2012-12-01,7.1,54
"Maize White","Gombe","Allugel",6,2009-12-01,40.53,6
"Maize White","Gombe","Allugel",6,2010-06-01,68.07,14
"Maize White","Gombe","Allugel",6,2010-12-01,66.54,22
"Maize White","Gombe","Allugel",6,2011-06-01,75.88,30
"Maize White","Gombe","Allugel",6,2011-12-01,101.96,38
"Maize White","Gombe","Allugel",6,2012-06-01,91.98,46
"Maize White","Gombe","Allugel",6,2012-12-01,53.85,54
"Maize Yellow","Gombe","Allugel",6,2009-12-01,46.17,6
"Maize Yellow","Gombe","Allugel",6,2010-06-01,50.6,14
"Maize Yellow","Gombe","Allugel",6,2010-12-01,60.33,22
"Maize Yellow","Gombe","Allugel",6,2011-06-01,83.69,30
"Maize Yellow","Gombe","Allugel",6,2011-12-01,69.23,38
"Maize Yellow","Gombe","Allugel",6,2012-06-01,30.08,46
"Maize Yellow","Gombe","Allugel",6,2012-12-01,27.56,54
"Rice Imported","Gombe","Allugel",6,2010-06-01,19.23,14
"Rice Imported","Gombe","Allugel",6,2010-12-01,15.13,22
"Rice Imported","Gombe","Allugel",6,2011-06-01,8.15,30
"Rice Imported","Gombe","Allugel",6,2011-12-01,13.15,38
"Rice Imported","Gombe","Allugel",6,2012-06-01,14.17,46
"Rice Imported","Gombe","Allugel",6,2012-12-01,21.98,54
"Rice Local","Gombe","Allugel",6,2010-06-01,63.77,14
"Rice Local","Gombe","Allugel",6,2010-12-01,50.24,22
"Rice Local","Gombe","Allugel",6,2011-06-01,25.92,30
"Rice Local","Gombe","Allugel",6,2011-12-01,24.08,38
"Rice Local","Gombe","Allugel",6,2012-06-01,19.7,46
"Rice Local","Gombe","Allugel",6,2012-12-01,15.75,54
"Sorghum","Gombe","Allugel",6,2009-12-01,8.9,6
"Sorghum","Gombe","Allugel",6,2010-06-01,94.41,14
"Sorghum","Gombe","Allugel",6,2010-12-01,93.87,22
"Sorghum","Gombe","Allugel",6,2011-06-01,46.89,30
"Sorghum","Gombe","Allugel",6,2011-12-01,39.17,38
"Sorghum","Gombe","Allugel",6,2012-06-01,46.63,46
"Sorghum","Gombe","Allugel",6,2012-12-01,75.51,54
"Cement Dangote","Katsina","Amadu Mai UNG.",4,2009-12-01,2.34,4
"Cement Dangote","Katsina","Amadu Mai UNG.",4,2010-06-01,48.71,12
"Cement Dangote","Katsina","Amadu Mai UNG.",4,2010-12-01,49.83,20
"Drink Swan Water Bottle","Katsina","Amadu Mai UNG.",4,2010-06-01,21.59,12
"Drink Swan Water Bottle","Katsina","Amadu Mai UNG.",4,2010-12-01,17.58,20
"Maize White","Katsina","Amadu Mai UNG.",4,2009-12-01,7.46,4
"Maize White","Katsina","Amadu Mai UNG.",4,2010-06-01,9.64,12
"Maize White","Katsina","Amadu Mai UNG.",4,2010-12-01,15.05,20
"Maize Yellow","Katsina","Amadu Mai UNG.",4,2009-12-01,8.04,4
"Maize Yellow","Katsina","Amadu Mai UNG.",4,2010-06-01,21.92,12
"Maize Yellow","Katsina","Amadu Mai UNG.",4,2010-12-01,26.06,20
"Rice Local","Katsina","Amadu Mai UNG.",4,2010-06-01,7.17,12
"Rice Local","Katsina","Amadu Mai UNG.",4,2010-12-01,6.49,20
"Sorghum","Katsina","Amadu Mai UNG.",4,2009-12-01,8.35,4
"Sorghum","Katsina","Amadu Mai UNG.",4,2010-06-01,13.28,12
"Sorghum","Katsina","Amadu Mai UNG.",4,2010-12-01,15.89,20
"Cement Dangote","Abia","Amaelu",3,2009-12-01,0.38,3
"Cement Dangote","Abia","Amaelu",3,2010-06-01,3.77,11
"Cement Dangote","Abia","Amaelu",3,2010-12-01,4.46,19
"Drink Swan Water Bottle","Abia","Amaelu",3,2010-06-01,7.75,11
"Drink Swan Water Bottle","Abia","Amaelu",3,2010-12-01,8.27,19
"Cement Dangote","Enugu","Amagunze",3,2010-06-01,3.26,11
"Cement Dangote","Enugu","Amagunze",3,2010-12-01,2.24,19
"Drink Swan Water Bottle","Enugu","Amagunze",3,2010-06-01,27.4,11
"Drink Swan Water Bottle","Enugu","Amagunze",3,2010-12-01,20.53,19
"Maize White","Enugu","Amagunze",3,2010-06-01,30.01,11
"Maize White","Enugu","Amagunze",3,2010-12-01,34.8,19
"Maize White","Enugu","Amagunze",3,2011-06-01,27.86,27
"Maize White","Enugu","Amagunze",3,2011-12-01,19.95,35
"Maize Yellow","Enugu","Amagunze",3,2010-06-01,39.33,11
"Maize Yellow","Enugu","Amagunze",3,2010-12-01,35.09,19
"Rice Local","Enugu","Amagunze",3,2011-12-01,22.77,35
"Rice Local","Enugu","Amagunze",3,2012-06-01,21.26,43
"Rice Local","Enugu","Amagunze",3,2012-12-01,14.32,51
"Sorghum","Enugu","Amagunze",3,2010-06-01,18.62,11
"Sorghum","Enugu","Amagunze",3,2010-12-01,18.07,19
"Cement Dangote","Ebonyi","Amaikeba",3,2010-06-01,2.47,11
"Cement Dangote","Ebonyi","Amaikeba",3,2010-12-01,3.63,19
"Maize White","Ebonyi","Amaikeba",3,2010-06-01,9.79,11
"Maize White","Ebonyi","Amaikeba",3,2010-12-01,33.79,19
"Maize Yellow","Ebonyi","Amaikeba",3,2010-06-01,6.07,11
"Maize Yellow","Ebonyi","Amaikeba",3,2010-12-01,76.01,19
"Rice Imported","Ebonyi","Amaikeba",3,2010-12-01,31.98,19
"Rice Local","Ebonyi","Amaikeba",3,2010-06-01,19.42,11
"Rice Local","Ebonyi","Amaikeba",3,2010-12-01,35.34,19
"Sorghum","Ebonyi","Amaikeba",3,2010-06-01,10.11,11
"Sorghum","Ebonyi","Amaikeba",3,2010-12-01,30.39,19
"Maize White","Enugu","Amanko Inyi Amani",3,2010-12-01,34.79,19
"Cement Dangote","Jigawa","Amaryawa",4,2010-06-01,1.41,12
"Cement Dangote","Jigawa","Amaryawa",4,2010-12-01,3.14,20
"Cement Dangote","Jigawa","Amaryawa",4,2011-06-01,5.91,28
"Cement Dangote","Jigawa","Amaryawa",4,2011-12-01,21.22,36
"Cement Dangote","Jigawa","Amaryawa",4,2012-06-01,18.69,44
"Cement Dangote","Jigawa","Amaryawa",4,2012-12-01,4.54,52
"Drink Swan Water Bottle","Jigawa","Amaryawa",4,2010-06-01,20.3,12
"Drink Swan Water Bottle","Jigawa","Amaryawa",4,2010-12-01,42.05,20
"Drink Swan Water Bottle","Jigawa","Amaryawa",4,2011-06-01,48.59,28
"Drink Swan Water Bottle","Jigawa","Amaryawa",4,2011-12-01,20.92,36
"Drink Swan Water Bottle","Jigawa","Amaryawa",4,2012-06-01,21.85,44
"Drink Swan Water Bottle","Jigawa","Amaryawa",4,2012-12-01,21.97,52
"Maize White","Jigawa","Amaryawa",4,2010-06-01,16.59,12
"Maize White","Jigawa","Amaryawa",4,2010-12-01,15.54,20
"Maize White","Jigawa","Amaryawa",4,2011-06-01,12.09,28
"Maize White","Jigawa","Amaryawa",4,2011-12-01,6.91,36
"Maize White","Jigawa","Amaryawa",4,2012-06-01,7.78,44
"Maize White","Jigawa","Amaryawa",4,2012-12-01,9.59,52
"Maize Yellow","Jigawa","Amaryawa",4,2010-06-01,64.39,12
"Maize Yellow","Jigawa","Amaryawa",4,2010-12-01,44.5,20
"Maize Yellow","Jigawa","Amaryawa",4,2011-06-01,18.36,28
"Maize Yellow","Jigawa","Amaryawa",4,2011-12-01,5.5,36
"Maize Yellow","Jigawa","Amaryawa",4,2012-06-01,6.72,44
"Maize Yellow","Jigawa","Amaryawa",4,2012-12-01,6.62,52
"Rice Imported","Jigawa","Amaryawa",4,2010-06-01,6.51,12
"Rice Imported","Jigawa","Amaryawa",4,2010-12-01,9.16,20
"Rice Imported","Jigawa","Amaryawa",4,2011-06-01,8.2,28
"Rice Imported","Jigawa","Amaryawa",4,2011-12-01,7.97,36
"Rice Imported","Jigawa","Amaryawa",4,2012-06-01,8.58,44
"Rice Imported","Jigawa","Amaryawa",4,2012-12-01,6.67,52
"Rice Local","Jigawa","Amaryawa",4,2010-06-01,4.57,12
"Rice Local","Jigawa","Amaryawa",4,2010-12-01,9.47,20
"Rice Local","Jigawa","Amaryawa",4,2011-06-01,44.42,28
"Rice Local","Jigawa","Amaryawa",4,2011-12-01,43.54,36
"Rice Local","Jigawa","Amaryawa",4,2012-06-01,8.23,44
"Rice Local","Jigawa","Amaryawa",4,2012-12-01,9.35,52
"Sorghum","Jigawa","Amaryawa",4,2010-06-01,13.72,12
"Sorghum","Jigawa","Amaryawa",4,2010-12-01,32.56,20
"Sorghum","Jigawa","Amaryawa",4,2011-06-01,37.91,28
"Sorghum","Jigawa","Amaryawa",4,2011-12-01,35.27,36
"Sorghum","Jigawa","Amaryawa",4,2012-06-01,26.49,44
"Sorghum","Jigawa","Amaryawa",4,2012-12-01,10.02,52
"Cement Dangote","Ebonyi","Amasiri",3,2009-12-01,4.39,3
"Cement Dangote","Ebonyi","Amasiri",3,2010-06-01,5.14,11
"Cement Dangote","Ebonyi","Amasiri",3,2010-12-01,4.46,19
"Maize White","Ebonyi","Amasiri",3,2010-06-01,12.66,11
"Maize White","Ebonyi","Amasiri",3,2010-12-01,50.89,19
"Maize Yellow","Ebonyi","Amasiri",3,2010-06-01,11.78,11
"Maize Yellow","Ebonyi","Amasiri",3,2010-12-01,57.23,19
"Rice Imported","Ebonyi","Amasiri",3,2010-06-01,11.58,11
"Rice Imported","Ebonyi","Amasiri",3,2010-12-01,41.86,19
"Rice Local","Ebonyi","Amasiri",3,2010-06-01,5.29,11
"Rice Local","Ebonyi","Amasiri",3,2010-12-01,41.06,19
"Cement Dangote","Kebbi","Amiru",4,2009-12-01,3.04,4
"Cement Dangote","Kebbi","Amiru",4,2010-06-01,17.85,12
"Cement Dangote","Kebbi","Amiru",4,2010-12-01,26.33,20
"Cement Dangote","Kebbi","Amiru",4,2011-06-01,22.05,28
"Cement Dangote","Kebbi","Amiru",4,2011-12-01,17.58,36
"Cement Dangote","Kebbi","Amiru",4,2012-06-01,13.35,44
"Cement Dangote","Kebbi","Amiru",4,2012-12-01,10.42,52
"Drink Swan Water Bottle","Kebbi","Amiru",4,2009-12-01,1.51,4
"Drink Swan Water Bottle","Kebbi","Amiru",4,2010-06-01,11.84,12
"Drink Swan Water Bottle","Kebbi","Amiru",4,2010-12-01,26.81,20
"Drink Swan Water Bottle","Kebbi","Amiru",4,2011-06-01,31.88,28
"Drink Swan Water Bottle","Kebbi","Amiru",4,2011-12-01,24.92,36
"Drink Swan Water Bottle","Kebbi","Amiru",4,2012-06-01,48.4,44
"Drink Swan Water Bottle","Kebbi","Amiru",4,2012-12-01,48.93,52
"Maize White","Kebbi","Amiru",4,2009-12-01,9.83,4
"Maize White","Kebbi","Amiru",4,2010-06-01,11.07,12
"Maize White","Kebbi","Amiru",4,2010-12-01,18.31,20
"Maize White","Kebbi","Amiru",4,2011-06-01,17.09,28
"Maize White","Kebbi","Amiru",4,2011-12-01,10.59,36
"Maize White","Kebbi","Amiru",4,2012-06-01,12.93,44
"Maize White","Kebbi","Amiru",4,2012-12-01,10.48,52
"Maize Yellow","Kebbi","Amiru",4,2009-12-01,13.13,4
"Maize Yellow","Kebbi","Amiru",4,2010-06-01,38.78,12
"Maize Yellow","Kebbi","Amiru",4,2010-12-01,29.67,20
"Maize Yellow","Kebbi","Amiru",4,2011-06-01,12.41,28
"Maize Yellow","Kebbi","Amiru",4,2011-12-01,11.51,36
"Maize Yellow","Kebbi","Amiru",4,2012-06-01,12.72,44
"Maize Yellow","Kebbi","Amiru",4,2012-12-01,12.48,52
"Rice Imported","Kebbi","Amiru",4,2009-12-01,2.08,4
"Rice Imported","Kebbi","Amiru",4,2010-06-01,29.15,12
"Rice Imported","Kebbi","Amiru",4,2010-12-01,25.11,20
"Rice Imported","Kebbi","Amiru",4,2011-06-01,16.1,28
"Rice Imported","Kebbi","Amiru",4,2011-12-01,5.11,36
"Rice Imported","Kebbi","Amiru",4,2012-06-01,3.98,44
"Rice Imported","Kebbi","Amiru",4,2012-12-01,8.84,52
"Rice Local","Kebbi","Amiru",4,2009-12-01,0.46,4
"Rice Local","Kebbi","Amiru",4,2010-06-01,18.75,12
"Rice Local","Kebbi","Amiru",4,2010-12-01,16.66,20
"Rice Local","Kebbi","Amiru",4,2011-06-01,11.67,28
"Rice Local","Kebbi","Amiru",4,2011-12-01,10.79,36
"Rice Local","Kebbi","Amiru",4,2012-06-01,10.83,44
"Rice Local","Kebbi","Amiru",4,2012-12-01,9.26,52
"Sorghum","Kebbi","Amiru",4,2009-12-01,10.98,4
"Sorghum","Kebbi","Amiru",4,2010-06-01,8.19,12
"Sorghum","Kebbi","Amiru",4,2010-12-01,12.54,20
"Sorghum","Kebbi","Amiru",4,2011-06-01,12.72,28
"Sorghum","Kebbi","Amiru",4,2011-12-01,9.48,36
"Sorghum","Kebbi","Amiru",4,2012-06-01,8.74,44
"Sorghum","Kebbi","Amiru",4,2012-12-01,7.66,52
"Cement Dangote","Anambra","Amogwugwu",3,2009-12-01,2.94,3
"Cement Dangote","Anambra","Amogwugwu",3,2010-06-01,5.42,11
"Cement Dangote","Anambra","Amogwugwu",3,2010-12-01,8.27,19
"Drink Swan Water Bottle","Anambra","Amogwugwu",3,2010-06-01,8.62,11
"Drink Swan Water Bottle","Anambra","Amogwugwu",3,2010-12-01,8.18,19
"Maize White","Anambra","Amogwugwu",3,2009-12-01,0.32,3
"Maize White","Anambra","Amogwugwu",3,2010-06-01,9.72,11
"Maize White","Anambra","Amogwugwu",3,2010-12-01,31.81,19
"Maize Yellow","Anambra","Amogwugwu",3,2009-12-01,1.29,3
"Maize Yellow","Anambra","Amogwugwu",3,2010-06-01,6.26,11
"Maize Yellow","Anambra","Amogwugwu",3,2010-12-01,30.78,19
"Rice Imported","Anambra","Amogwugwu",3,2010-06-01,4.45,11
"Rice Imported","Anambra","Amogwugwu",3,2010-12-01,24.85,19
"Rice Local","Anambra","Amogwugwu",3,2010-06-01,4.47,11
"Rice Local","Anambra","Amogwugwu",3,2010-12-01,34.73,19
"Sorghum","Anambra","Amogwugwu",3,2009-12-01,3.14,3
"Sorghum","Anambra","Amogwugwu",3,2010-06-01,5.78,11
"Sorghum","Anambra","Amogwugwu",3,2010-12-01,55.5,19
"Cement Dangote","Plateau","Ang.Madaki",5,2009-12-01,2.22,5
"Cement Dangote","Plateau","Ang.Madaki",5,2010-06-01,2.6,13
"Maize White","Plateau","Ang.Madaki",5,2009-12-01,25.55,5
"Maize White","Plateau","Ang.Madaki",5,2010-06-01,27.72,13
"Maize Yellow","Plateau","Ang.Madaki",5,2009-12-01,21.6,5
"Maize Yellow","Plateau","Ang.Madaki",5,2010-06-01,25.35,13
"Rice Imported","Plateau","Ang.Madaki",5,2009-12-01,1.5,5
"Rice Local","Plateau","Ang.Madaki",5,2009-12-01,18.58,5
"Sorghum","Plateau","Ang.Madaki",5,2009-12-01,6.06,5
"Sorghum","Plateau","Ang.Madaki",5,2010-06-01,7.11,13
"Cement Dangote","Lagos","Anikantamo",1,2010-06-01,3.86,9
"Cement Dangote","Lagos","Anikantamo",1,2010-12-01,2.82,17
"Drink Swan Water Bottle","Lagos","Anikantamo",1,2010-06-01,23.04,9
"Drink Swan Water Bottle","Lagos","Anikantamo",1,2010-12-01,19.27,17
"Maize White","Lagos","Anikantamo",1,2010-06-01,7.41,9
"Maize White","Lagos","Anikantamo",1,2010-12-01,6.54,17
"Maize Yellow","Lagos","Anikantamo",1,2010-06-01,8.39,9
"Maize Yellow","Lagos","Anikantamo",1,2010-12-01,8.08,17
"Rice Imported","Lagos","Anikantamo",1,2010-06-01,3.57,9
"Rice Imported","Lagos","Anikantamo",1,2010-12-01,4.48,17
"Sorghum","Lagos","Anikantamo",1,2010-06-01,12.25,9
"Sorghum","Lagos","Anikantamo",1,2010-12-01,15.31,17
"Cement Dangote","Kogi","Ankpa",5,2010-06-01,5.89,13
"Cement Dangote","Kogi","Ankpa",5,2010-12-01,4.18,21
"Cement Dangote","Kogi","Ankpa",5,2011-06-01,35.03,29
"Cement Dangote","Kogi","Ankpa",5,2011-12-01,37.69,37
"Cement Dangote","Kogi","Ankpa",5,2012-12-01,18.2,53
"Drink Swan Water Bottle","Kogi","Ankpa",5,2010-06-01,17.72,13
"Drink Swan Water Bottle","Kogi","Ankpa",5,2010-12-01,22.52,21
"Drink Swan Water Bottle","Kogi","Ankpa",5,2011-06-01,22.37,29
"Drink Swan Water Bottle","Kogi","Ankpa",5,2011-12-01,24.24,37
"Drink Swan Water Bottle","Kogi","Ankpa",5,2012-12-01,16.62,53
"Maize White","Kogi","Ankpa",5,2010-06-01,25.36,13
"Maize White","Kogi","Ankpa",5,2010-12-01,19.26,21
"Maize White","Kogi","Ankpa",5,2011-06-01,15.57,29
"Maize White","Kogi","Ankpa",5,2011-12-01,13.04,37
"Maize White","Kogi","Ankpa",5,2012-12-01,34.46,53
"Maize Yellow","Kogi","Ankpa",5,2010-06-01,2.06,13
"Maize Yellow","Kogi","Ankpa",5,2010-12-01,17.84,21
"Maize Yellow","Kogi","Ankpa",5,2011-06-01,26.32,29
"Maize Yellow","Kogi","Ankpa",5,2011-12-01,20.08,37
"Maize Yellow","Kogi","Ankpa",5,2012-12-01,38.81,53
"Rice Imported","Kogi","Ankpa",5,2010-06-01,12.03,13
"Rice Imported","Kogi","Ankpa",5,2010-12-01,12.41,21
"Rice Imported","Kogi","Ankpa",5,2011-06-01,11.26,29
"Rice Imported","Kogi","Ankpa",5,2011-12-01,13.38,37
"Rice Imported","Kogi","Ankpa",5,2012-12-01,14.94,53
"Rice Local","Kogi","Ankpa",5,2010-06-01,13.1,13
"Rice Local","Kogi","Ankpa",5,2010-12-01,15.91,21
"Rice Local","Kogi","Ankpa",5,2011-06-01,14.71,29
"Rice Local","Kogi","Ankpa",5,2011-12-01,10.77,37
"Rice Local","Kogi","Ankpa",5,2012-12-01,14.62,53
"Sorghum","Kogi","Ankpa",5,2010-06-01,71.61,13
"Sorghum","Kogi","Ankpa",5,2010-12-01,47.5,21
"Sorghum","Kogi","Ankpa",5,2011-06-01,18.01,29
"Sorghum","Kogi","Ankpa",5,2011-12-01,14.55,37
"Sorghum","Kogi","Ankpa",5,2012-12-01,48.13,53
"Cement Dangote","Ebonyi","Anyagui",3,2010-06-01,5.16,11
"Cement Dangote","Ebonyi","Anyagui",3,2010-12-01,4.48,19
"Maize White","Lagos","Apapa",1,2010-06-01,6.92,9
"Maize White","Lagos","Apapa",1,2010-12-01,6.32,17
"Maize Yellow","Lagos","Apapa",1,2010-06-01,7.88,9
"Maize Yellow","Lagos","Apapa",1,2010-12-01,7.79,17
"Rice Imported","Lagos","Apapa",1,2010-06-01,3.3,9
"Rice Imported","Lagos","Apapa",1,2010-12-01,4.3,17
"Rice Local","Lagos","Apapa",1,2010-06-01,3.72,9
"Rice Local","Lagos","Apapa",1,2010-12-01,2.67,17
"Sorghum","Lagos","Apapa",1,2010-06-01,10.97,9
"Sorghum","Lagos","Apapa",1,2010-12-01,14.63,17
"Drink Swan Water Bottle","Ogun","Apena",1,2010-06-01,40.72,9
"Drink Swan Water Bottle","Ogun","Apena",1,2010-12-01,31.08,17
"Maize White","Ogun","Apena",1,2009-12-01,17,1
"Maize White","Ogun","Apena",1,2010-06-01,19.75,9
"Maize White","Ogun","Apena",1,2010-12-01,19.4,17
"Maize Yellow","Ogun","Apena",1,2009-12-01,46.22,1
"Maize Yellow","Ogun","Apena",1,2010-06-01,29.82,9
"Maize Yellow","Ogun","Apena",1,2010-12-01,17.52,17
"Rice Imported","Ogun","Apena",1,2010-06-01,9.59,9
"Rice Imported","Ogun","Apena",1,2010-12-01,22.09,17
"Rice Local","Ogun","Apena",1,2010-06-01,20.17,9
"Rice Local","Ogun","Apena",1,2010-12-01,33.46,17
"Sorghum","Ogun","Apena",1,2010-06-01,36.1,9
"Sorghum","Ogun","Apena",1,2010-12-01,27.9,17
"Cement Dangote","Akwa Ibom","Apostolic Church",2,2012-12-01,9.91,50
"Cement Dangote","Rivers","Apostolic Church",2,2012-12-01,9.05,50
"Drink Swan Water Bottle","Akwa Ibom","Apostolic Church",2,2012-12-01,5.06,50
"Drink Swan Water Bottle","Rivers","Apostolic Church",2,2012-12-01,8.92,50
"Maize White","Akwa Ibom","Apostolic Church",2,2012-12-01,15.54,50
"Maize White","Rivers","Apostolic Church",2,2012-12-01,23.17,50
"Maize Yellow","Akwa Ibom","Apostolic Church",2,2012-12-01,14.3,50
"Maize Yellow","Rivers","Apostolic Church",2,2012-12-01,23.25,50
"Rice Imported","Akwa Ibom","Apostolic Church",2,2010-12-01,22.77,18
"Rice Imported","Akwa Ibom","Apostolic Church",2,2011-06-01,13.54,26
"Rice Imported","Akwa Ibom","Apostolic Church",2,2011-12-01,11.54,34
"Rice Imported","Akwa Ibom","Apostolic Church",2,2012-12-01,26.11,50
"Rice Imported","Rivers","Apostolic Church",2,2012-12-01,21.28,50
"Rice Local","Akwa Ibom","Apostolic Church",2,2012-12-01,21.69,50
"Rice Local","Rivers","Apostolic Church",2,2012-12-01,53.52,50
"Sorghum","Akwa Ibom","Apostolic Church",2,2010-06-01,17.98,10
